indx,baseline_results,std_scale_results,min_max_results,robscale_results,pwr_transform_results,quant_transfmr_results
43,0.5698208540771725,0.6847863128913406,0.6994339436634528,0.6025786442593228,0.7152845505330582,0.7001084428484804
44,0.5888723638992241,0.7504725118070185,0.6992563089873004,0.669779509514887,0.7415039427345766,0.6904820803421036
45,0.5691670696412261,0.7429308884826434,0.7180567270615779,0.6198889790034424,0.7371921183035776,0.7354457747484966
46,0.5932751039831321,0.7254938661308692,0.7061191562036386,0.674967489157798,0.7347861242989863,0.7335328079965846
47,0.6256745529495094,0.7525891039725237,0.7119690957937761,0.7103079101665621,0.7597060221184352,0.6994510886710361
48,0.6168235448761739,0.7307062757850837,0.7133738895491698,0.6275517350839155,0.7441931814798041,0.6918673047195274
49,0.5889317254968743,0.7565929891984979,0.7144927651320685,0.6996994720007302,0.7588594500209114,0.7293434217586492
50,0.6048992256392345,0.7683488684013211,0.7245044390112377,0.6332055277178379,0.7734135796181554,0.7486511075295896
51,0.5918537947979845,0.7567671445369153,0.7059304784070474,0.6734461077564928,0.7487030502597015,0.7224325290802225
52,0.6293736540084339,0.7231191704520608,0.6914413099845171,0.6305965045680598,0.7354135404524461,0.6926052312258053
53,0.6155875018198609,0.7251941341012653,0.6912647763077568,0.633562704444469,0.7387345572954608,0.6983471464340357
54,0.5550730474659366,0.7219439301902622,0.6788849687442153,0.6174554958369283,0.7203083540744574,0.6989977193791939
55,0.5667564450665655,0.6987565653701454,0.6691504415182202,0.6127941270734721,0.7023567794667487,0.6881890264755983
56,0.6030679064100726,0.7257767628842926,0.7098555528384846,0.6394932377704793,0.7384100829184186,0.7127018951356722
57,0.5602585318602893,0.7194894895746327,0.6657864956529771,0.6510654708259449,0.7150394174130847,0.6904504019221562
58,0.5837208540602814,0.6997260131568768,0.6533106617956245,0.6064313968503613,0.7087877105787757,0.6904560417980493
59,0.5593050554524395,0.7262346186616616,0.675356320933415,0.6031116427274936,0.7174205535692921,0.6896823500659129
60,0.5721431009230638,0.7147659176131633,0.6833200683328892,0.6179448187911938,0.7401445023747648,0.7230805295034446
61,0.6002143808482268,0.7125680388086938,0.716210327262646,0.6312349065777593,0.7429774498776129,0.7178742999792296
62,0.5539616835434722,0.7272796133253533,0.6808817895574604,0.6776528917368974,0.7295354804835157,0.7101071242433409
63,0.5362664756152902,0.7012106766670283,0.7088450565255497,0.5964578191650427,0.7104003517825063,0.6945066705916867
64,0.5957481992405737,0.6877799278485258,0.6852439429523101,0.6460397765976749,0.7057561415486675,0.6951743064020727
65,0.5685509902017399,0.7077799887597285,0.7041669585694866,0.6522928903316829,0.7160264612163678,0.7090002472990462
66,0.6518133276844706,0.7450609869761937,0.6925250424170768,0.6516791050652204,0.7351851796342628,0.6994734099743132
67,0.589328867220916,0.7160224491446409,0.6663297905070927,0.6332224485653329,0.7397084873926572,0.7029583929005675
68,0.6098062694413919,0.754905857473705,0.7217479127616416,0.6364623029781286,0.7523697752944729,0.7244154069440545
69,0.5577297293318026,0.7476231409704795,0.6892304981252868,0.6618451074458654,0.7478064783147772,0.7492148001435276
70,0.5683823731764085,0.709866203365821,0.687949891687696,0.6245466689905206,0.7359939143992198,0.6953549279492814
71,0.552505149588101,0.7268637440502289,0.6557149580723645,0.6065863434023033,0.7184896226488583,0.6904647084126311
72,0.6137399967092063,0.7203104334063795,0.705463118431215,0.6746900073484449,0.7259892458156256,0.7079650150442642
73,0.5810490221781526,0.7255134841866466,0.6607624424269469,0.6383319483426386,0.7366440909749226,0.726954711442098
74,0.5963517684631421,0.7605643552279518,0.6969929193204711,0.6276328095430961,0.7593545149295436,0.7335061395333964
75,0.6124471363715698,0.7075215951271799,0.6831038689731882,0.6822902482842184,0.7151466746832053,0.686523570831284
76,0.6394062816661701,0.7254180316563589,0.6678120554090501,0.6365999393891448,0.7300295850140607,0.6872088871739013
77,0.5598001784852096,0.7488349820102552,0.7121678012822683,0.6254613159305111,0.7463386500566064,0.7146849026435956
78,0.6013938771949734,0.7311875849773216,0.7274856645535979,0.6175295826148482,0.7434169904938559,0.7252473299227491
79,0.5872555405629164,0.7045869638685546,0.6833422326058836,0.6237378129008976,0.718765620268354,0.7014570441134664
80,0.5832555934513355,0.7100957041893501,0.657933231795861,0.6447142720485036,0.7228670244792026,0.6829171724162151
81,0.5346591372636904,0.7430695033387471,0.6928136810734487,0.6666700282850521,0.7488667927486071,0.7195009292059394
82,0.5863752245526107,0.6905082648256468,0.6475435254820536,0.6373313747816146,0.6974201498649922,0.6649015023583585
83,0.588266368153353,0.7335075885146806,0.7156633247087341,0.6758616734649879,0.7392589843947771,0.7217007786585794
84,0.6241400652517719,0.7389876128118449,0.7080272621248834,0.7176393804775378,0.7457368081527731,0.7126960972514232
85,0.6162499835174706,0.7250941856191677,0.692014216413317,0.6559637825575463,0.7357324901240311,0.7163693362277724
86,0.5778171783213916,0.7320604653603923,0.6738839516596405,0.628291169368197,0.7267695820624395,0.6982066139517744
87,0.6131476414562893,0.7502924290038043,0.6788031313397658,0.6435067113044691,0.7293433681217664,0.6808359588202559
88,0.6107817965657198,0.7192214416078885,0.6838217676672175,0.6797185904230529,0.7274137524072523,0.7029302884061843
89,0.612140372310679,0.7360711278074137,0.69434250997388,0.6247978766037731,0.7467158789327526,0.7120158188851475
90,0.6076739840284253,0.7144276030820185,0.6891384921720797,0.6277074133860947,0.7311870981820529,0.7053218609726775
91,0.6339712961270626,0.7153298873435607,0.7124997992203893,0.6498986111659861,0.7338157907336411,0.7072912115467431
92,0.597966984565049,0.7163827986549978,0.6628590956881291,0.5978656371025366,0.7291643513988993,0.6973312981558208
93,0.5692760063689806,0.7105548231858536,0.682378740446377,0.6037281998285214,0.7215139876516095,0.7026011638316174
94,0.5828050548592332,0.7462319143546282,0.7275015282444002,0.6660883943343974,0.7557717794030433,0.7262834995867431
95,0.5771261333490563,0.6850749769900886,0.6780195455503897,0.6365312900740433,0.6923432093628838,0.6856252117388555
96,0.5754840982259856,0.7142374270348464,0.682441176521948,0.6200673011736376,0.7186956946198999,0.691729688091449
97,0.6091727894546591,0.7186681966441174,0.6951355563571815,0.673215521024093,0.7261269715485741,0.7131055358878434
98,0.5754121016928386,0.7284963897142283,0.7016933517855588,0.6857561019008909,0.7482567202086018,0.7197127389356166
99,0.5744500393720787,0.7310720020363982,0.6943672276147097,0.6652668997858722,0.7382116631182469,0.709607146072853
100,0.6001974916355051,0.6911959363251515,0.6754972741487469,0.6387919262702544,0.7105190412672697,0.6967088521152278
101,0.5592473212957023,0.7002602177989075,0.6627877250141188,0.6026802770272047,0.7179680737848881,0.6810213695987228
102,0.5403903503438143,0.7240470694227601,0.6830916627888916,0.6414828893674085,0.7206235952367023,0.7068213690330518
103,0.6068942544139977,0.7516572361454938,0.7143959320700889,0.6976516300287334,0.7523352627201427,0.7153388364312091
104,0.5951137528230808,0.7548776476289062,0.746071623425004,0.6630604554436358,0.764026738865629,0.7371313758905911
105,0.5842023924157337,0.7163855410532408,0.6823948895725013,0.6166950597858911,0.725234347498669,0.6940867882702417
106,0.5910489250063332,0.6908749153713414,0.682833471478553,0.6333920445669203,0.7067571237965604,0.6779722087503008
107,0.5921041607761064,0.7099241313777903,0.7013191740551531,0.6254020842124023,0.733973736803693,0.6961519380239096
108,0.5900110025528327,0.7406758489480035,0.7353993102278573,0.6378268877840807,0.7538557396510893,0.7375070046630025
109,0.5616651006418789,0.718133291881353,0.6662098564427025,0.6586340963595982,0.7383997960596406,0.7048394018396504
110,0.6078974950098847,0.7616903129813497,0.7201320836836638,0.6826975419162736,0.7564029958633225,0.700572833313856
111,0.5420707264354588,0.7372788215260111,0.6772652863068614,0.6442775790310643,0.736088629871421,0.7040385187410988
112,0.5667221344362524,0.7112481067719001,0.7035599896391546,0.658705248676213,0.7155445952981159,0.7042298296125479
113,0.6272354731139627,0.7039113476785727,0.6771605907929693,0.6284686372012086,0.7138733578322122,0.6817910542331982
114,0.5931914031130555,0.7384726379405221,0.6693416816907708,0.6331925547393201,0.7453750885188578,0.727261974547267
115,0.6085609201158632,0.7306297321023631,0.700551978210129,0.652292216783913,0.7388129296850553,0.724454814087114
116,0.5737665182530114,0.7439070287938827,0.7056084342340887,0.6297422166028619,0.7435113888742177,0.7293843311687989
117,0.5454596428539001,0.694227367237232,0.685702240482386,0.6428164831107499,0.7083572006135309,0.7041527502815708
118,0.5843238209090735,0.7230718509142889,0.6799227524550453,0.6542962632938133,0.7123124241761156,0.6949346756134447
119,0.615585383029197,0.7420054539423844,0.701461337320157,0.6418381565094952,0.745897597347318,0.7042308769948058
120,0.6171612963666288,0.7142932289239061,0.6598986023528634,0.6964228332998265,0.710289167725873,0.6838741894634337
121,0.5501452756319507,0.7412849765277804,0.7067288893097204,0.6860729803031437,0.7579622463291764,0.725840930172574
122,0.6023360848643196,0.7465827459111868,0.7011982688605772,0.7023784619143958,0.7628367628215729,0.7158037811455684
123,0.6037743745890246,0.7132585272858596,0.685276852461008,0.6540774781767035,0.7380923507132207,0.7034981772725158
124,0.5785171030787508,0.7141832566879336,0.6990537760050753,0.6141899445656109,0.7253077778737181,0.6879152989674719
125,0.5528243718873045,0.7420192321523552,0.7040853660233597,0.6242662826777347,0.7469749720602158,0.7345220334522621
126,0.5822554186999087,0.6968729587389865,0.6573398327054771,0.5991810598752012,0.7162908696566305,0.7043433620495496
127,0.5895718803344009,0.7189760126156557,0.6975010860567507,0.6465214721319859,0.7440379319682714,0.6962077927213274
128,0.6613141865824232,0.7322890937053477,0.70057216433955,0.6393635053808757,0.7480704800327072,0.7106597380012933
129,0.5369119460258798,0.730794296708176,0.6794653517752934,0.6195763635004147,0.7236692736062187,0.7026302817120309
130,0.6296913346943632,0.7444854646796999,0.6966849503857585,0.6447039592510229,0.7581772098166925,0.7094880994736984
131,0.6041021643500101,0.7210932405378296,0.6974387247857126,0.618718229939898,0.7287537362838237,0.6923637493261081
132,0.5973237461518927,0.7166568887617218,0.6816632191891573,0.6340460052953049,0.7241588401513079,0.6886897504174472
133,0.5649952607121862,0.7036804506902525,0.6584353119286559,0.6643615285221456,0.6988289894618445,0.680284765658091
134,0.6042007606795685,0.7356936854827051,0.7026557208657453,0.6458997650415694,0.7520698563085879,0.6969423710312823
135,0.5914379684745141,0.7569451956511005,0.7049705003274015,0.6273632078251932,0.7570174018538991,0.7367152914211905
136,0.6217975677690372,0.7199771472542661,0.6835148078892924,0.6685168701396241,0.7272563354694059,0.6952589497294077
137,0.5978889298582205,0.7260579963959736,0.6790173717133704,0.646924666572721,0.7310409998349525,0.7085385509062058
138,0.5988838676043207,0.7289114357382761,0.7000361013236827,0.6695662354606107,0.731440470718086,0.7094399334948503
139,0.5919265347663119,0.7080610025261296,0.6816492683560689,0.6592407705394591,0.7120859678064306,0.6895665553600309
140,0.6059340470363244,0.7634864601219681,0.7296148935454623,0.6510535844308746,0.7745933440488335,0.7449660029848222
141,0.5745355647126753,0.7114419256511093,0.7068177670440592,0.6607270529821548,0.7124808813520099,0.7051504794058362
142,0.5920977728496158,0.7229749743111613,0.6824137307813503,0.6617161175472905,0.7313894114726166,0.707164536176382
143,0.6002634542921769,0.7440713642593506,0.7047331728353947,0.6348591842459952,0.7511096757011613,0.7128301871020901
144,0.5863580217653666,0.7052095438980067,0.6606770914985681,0.6129077382722181,0.7192398659375823,0.6880467626148088
145,0.608016069386221,0.7154929598710319,0.684573241889158,0.6339249419200069,0.7229323268299735,0.6909550560398262
146,0.5624862612209895,0.7070162013701745,0.673515260406817,0.593836246670268,0.7156398295530219,0.6981039333687488
147,0.6191399883499773,0.7422752241905615,0.6892782976038365,0.6996651587329411,0.755124722540347,0.7145299156115048
148,0.566428271063163,0.7201388783986913,0.7087020636310452,0.6095958551291758,0.7417880673235856,0.6967106589591028
149,0.5637937757666363,0.7231904424541475,0.6719442158007135,0.6081597330564106,0.7250345373358361,0.7168913089427558
150,0.5484528213827021,0.7152189505352533,0.6967870120855467,0.6435779839362635,0.7479871279945355,0.7170384011791514
151,0.619787067079305,0.722927011224934,0.7024191475787196,0.628097501623155,0.7312217824243998,0.7040606681681792
152,0.5726934397525988,0.7404647428964883,0.6955176214940927,0.6507609646322743,0.7405981483893201,0.7133503192614339
153,0.6075626394693175,0.7655368780528924,0.7277031379199363,0.6479802781310303,0.7694860807139556,0.7311459822925384
154,0.6050821390951191,0.7388644179289932,0.6806878909095782,0.6358873718896132,0.7507798687961743,0.7134491815193467
155,0.5924156109050861,0.7119815662116198,0.6682690192575144,0.6794502346131077,0.7358915993083872,0.7108889384887915
156,0.5857226887212932,0.7469284356561133,0.6868025204245862,0.617351305661576,0.745149059502103,0.7294772429107189
157,0.5856183525228524,0.7186189326262907,0.6814099498771763,0.6256929441157465,0.734427503852056,0.7174065757642751
158,0.575510499941913,0.7300288000638682,0.6772931436401,0.6609140177463605,0.7278544269598987,0.6954531796914237
159,0.6204685831449308,0.7701066288287528,0.7201139338681022,0.6560760349575445,0.7626778401526307,0.7192231759235511
160,0.5712087935385827,0.7024422390381542,0.6757999034441371,0.6180460170555266,0.7266041127079953,0.703672470933406
161,0.5925256515595955,0.7124468527294922,0.6768694926164228,0.6055253755758997,0.7159139479148292,0.6949894520403427
162,0.5574617191360015,0.7134402481713692,0.6665991605056536,0.658868158903156,0.7177218749759605,0.6992782912432375
163,0.6053202587188911,0.7263519799074759,0.6938435069415937,0.6260722258946179,0.7510625457521836,0.7273172235517947
164,0.5769917407861693,0.7174910482437792,0.6881230376971129,0.6176868741867567,0.7211145280253939,0.7016150349500583
165,0.6003254634653543,0.7301416272773457,0.6856905646644359,0.633081809669449,0.745051509315392,0.7087455107654941
166,0.604212110887948,0.7128134405864366,0.7021947929474034,0.6756272897223707,0.7215903280210516,0.6995611053255929
167,0.5530115930162194,0.7230545579462481,0.6409301884146541,0.6375903514367615,0.7150799126963634,0.6937607519338932
168,0.5430755088091073,0.7285132361382486,0.6911084396092642,0.6136718609791642,0.7292150698798631,0.7092812871921723
169,0.5951982097777451,0.744258409689005,0.7217586210008486,0.6705808442959101,0.7566042758231425,0.7306192482431408
170,0.6162727486644648,0.7457379002941014,0.7193737014373456,0.6772853366369888,0.7571039063549364,0.7232322245921345
171,0.5696038648999379,0.7248946223931326,0.6682542968985471,0.6672900976655333,0.7225569288139754,0.6996445415838275
172,0.5558307196893337,0.7331598976177568,0.6957393033008996,0.6417623780247267,0.7256661939006239,0.7137211832677088
173,0.6305748236346682,0.7279893572214805,0.7000131293786839,0.6252149310211481,0.7307638391075477,0.7047131677941761
174,0.6199842373172915,0.7399761204899071,0.6950742906926026,0.6399785110071671,0.7399811554370218,0.6963347841150509
175,0.5864451134081435,0.7234217710765192,0.6876875281276286,0.6669391625374784,0.7259941935478827,0.7191971508119456
176,0.5978909693144783,0.7245633494514456,0.692085379908776,0.6759542500241758,0.7387485650054996,0.7179139968203142
177,0.6232934644872048,0.7169384836367849,0.7144416469457548,0.6238394625861592,0.7311345901902886,0.7143822150389618
178,0.5844935540580346,0.7285340080821013,0.7096278508433099,0.6387609531022262,0.7284370228701236,0.7129085599659094
179,0.5932344550691626,0.7231996887511352,0.680370034354171,0.6520753804834906,0.7353039718407143,0.6913832570201051
180,0.5690940435649436,0.7389670521755073,0.6878497002407473,0.6302166269709607,0.7392594203680704,0.7143131140450727
181,0.6008591040959388,0.730576927145714,0.6887817144678818,0.6327492184394514,0.7369079741814568,0.7137139404661127
182,0.5766471109230018,0.7159514720526016,0.6844058714161756,0.6332838385048611,0.7382701331566413,0.7115313503215256
183,0.5726712136242907,0.7484991454398218,0.6889308108766505,0.6401025111189137,0.7438275669382453,0.7200826212891737
184,0.6038936222543511,0.7036100403224977,0.694496118623921,0.6176725786377837,0.7201968055698567,0.7131131859871453
185,0.5896913131842523,0.7254476661850303,0.6948674752608506,0.6316261343554057,0.7362215867737338,0.7021267945305522
186,0.6059621799941247,0.746010908328014,0.6822671918359726,0.6276499011167579,0.7473375447461138,0.7035263222110807
187,0.5985546947201624,0.7393299964860334,0.6660734047075914,0.6896121091964259,0.7491824547746425,0.7149722717680502
188,0.5482311757327137,0.7434340058143197,0.6741412989629568,0.6135838325055156,0.7462985716324786,0.727295136096832
189,0.6029413284194245,0.6918299262630786,0.6760236773660632,0.6275413269776247,0.7063757695338113,0.6912244717020097
190,0.5904209829852932,0.7215028137601746,0.7109005117905735,0.6677949147246948,0.7266992913281755,0.7162833877509025
191,0.5607410232024392,0.7508080325142277,0.7082532965759103,0.6217099877548296,0.7472374116493384,0.7333396918003763
192,0.5961702600916097,0.732045997113758,0.6826073912985691,0.6324744859925756,0.7285735877973205,0.7149108099062778
193,0.6026507252669636,0.7571237274644963,0.7206912182043779,0.6353502921180534,0.7594885387069612,0.7128436174024616
194,0.5958048037685819,0.7115106833308116,0.6704677170539393,0.6983243595124515,0.7181755569923122,0.6990506817179704
195,0.5951457014057925,0.7360976262289884,0.7066371165224226,0.687142004540961,0.7402985148519572,0.7339319635195237
196,0.5894334620322468,0.7435383515907826,0.6962865815854334,0.6573821887156563,0.7326966460429479,0.701411916698026
197,0.5806278050156012,0.7456913574056173,0.6924185587250637,0.6304256263622273,0.7466737050474811,0.7072422910327114
198,0.6063589298077248,0.7395934010039908,0.6937579669570729,0.6302337965749485,0.7412022933971988,0.7091749889346131
199,0.6399369653670961,0.7469075554722403,0.7022596941352057,0.7307142420849236,0.7455966666859686,0.707946563983924
200,0.6284012496448605,0.7258411881678819,0.700178008545687,0.6366058556115535,0.7412613983492579,0.7075492726707189
201,0.5847775320646471,0.7050518168647875,0.6664423070405129,0.6382302519110035,0.6999867279483455,0.6869098794187268
202,0.5594331584516359,0.739786269715861,0.6927173388308699,0.6633346522547898,0.7275402483675396,0.7269760624993791
203,0.5494286077537206,0.7119293070862455,0.6644929010138364,0.6287484823799966,0.7122916104657873,0.6791377098009662
204,0.5202573959289795,0.7183342594482477,0.6625184170003638,0.6514843717233679,0.7144890984869241,0.6775363045506805
205,0.5845692378860071,0.6967596578804764,0.6603748259813772,0.6571800367363433,0.7078157772652746,0.6994966621447607
206,0.5949647952601769,0.7214953845647261,0.7093259996275053,0.6368082398047958,0.7336258679741141,0.7106562954794005
207,0.5867494433395619,0.731903064192198,0.7206829391306059,0.6240430538607813,0.7629242059137262,0.711134257446737
208,0.5625830808274466,0.7216779952548746,0.6525009934105986,0.6134749014122318,0.721929281907172,0.701995212257369
209,0.5724300548966822,0.7279912419644499,0.6995977965557832,0.6621656613061501,0.7361131244001232,0.7055398781051181
210,0.576739660331141,0.7195309495035107,0.6779778294530615,0.6682558399943049,0.7235411513218439,0.6920423407503448
211,0.576931493185507,0.7123155972739786,0.675310106378647,0.5936956906097349,0.7170454471983577,0.6849247002251635
212,0.5440611911286878,0.7253483826616507,0.6777470611258997,0.6286755867424099,0.7286542142966106,0.7080376290517881
213,0.6077352046185173,0.7397346517574321,0.6891977417285434,0.6198597947729907,0.7453143367464152,0.7104686737426299
214,0.5857949169762894,0.7156855089266466,0.6836569875405073,0.6227361717023969,0.7186789576977196,0.6910086378402832
215,0.5883902079439959,0.7102774770281904,0.6776502860569794,0.6688192207303699,0.7268837975468521,0.7031787463559704
216,0.6070969878705982,0.7216030646646059,0.6926094383159429,0.6687304314778247,0.7286662626992525,0.7009564379319996
217,0.603525784750189,0.7269593877401009,0.6829976557274822,0.6208707450308522,0.7361302498434883,0.7188571550702383
218,0.5809539806984905,0.761952739524045,0.6856921057720202,0.6310359098752475,0.7645887011878832,0.7244343716011699
219,0.5809562434671257,0.7170357692678301,0.6971993209811872,0.6024613643705711,0.7296158262137048,0.7136462425267053
220,0.5824811431998409,0.7278325028815128,0.6946166678088057,0.6159945178791899,0.7333714047391758,0.7104403359381101
221,0.5856432330121605,0.7396350394562464,0.7174701586769155,0.6672203954803347,0.7412889949310154,0.7231371683825438
222,0.5751398661324362,0.71235202757055,0.6747368160179865,0.6705822815707112,0.7204249324722424,0.679750475255649
223,0.6410348852435752,0.7063056949813104,0.6918245730768063,0.6732381936095476,0.7076227600496016,0.6892075147299245
224,0.5951502821871635,0.7348496160534734,0.69049466174294,0.6800007760535625,0.7580212771332194,0.7223935798579243
225,0.5943787367828112,0.7215769683444723,0.6973996505597067,0.6621519701852285,0.7281862744000573,0.7026735869036488
226,0.5831801583941815,0.7227393894962982,0.6813191388259201,0.6312673532878157,0.7292585202895793,0.7049782428213509
227,0.5891810283751695,0.7100251644524507,0.6731663458649737,0.6165969507527378,0.7213032385319377,0.6786265144790333
228,0.6053914231037584,0.7145502106169975,0.6940654704379654,0.6259124677468733,0.725794135439124,0.7077804706332196
229,0.5993439700403912,0.7534806386250971,0.7069476035021003,0.6524858794092809,0.7662171224619262,0.7205289699524092
230,0.6281871366966362,0.7282488946994248,0.6921076738420292,0.648212849004881,0.7253080930584768,0.6923557336281952
231,0.5929663752844325,0.7476463371069806,0.7341975092106987,0.6441410520187305,0.7608002198534387,0.7321566818211847
232,0.6065233525934449,0.7136656840157116,0.6802839634716233,0.6323389994533162,0.7259876448099474,0.7045409109363607
233,0.5945410196897756,0.7344299575901558,0.6520926699601028,0.6283349188058222,0.7351584036335153,0.7072147942380145
234,0.6259613420373092,0.7503869342791761,0.7337268643952707,0.6447755951839267,0.7546669919201732,0.725436572032134
235,0.5827254048276528,0.7414192875227643,0.716842439340899,0.6637456487797747,0.7408896281857468,0.726289297392918
236,0.549709231530728,0.7285917199024334,0.6909749525592732,0.6412954780602053,0.7321376430303277,0.7223840860757286
237,0.6381802408320102,0.7346546403368774,0.7109581475590832,0.6989051227044609,0.7496548729851049,0.7236360215284126
238,0.6015009334268058,0.7188010555747164,0.6889678549887664,0.606000161842841,0.7371955996001188,0.7256582972590893
239,0.5744712141069407,0.7308851412091937,0.6924762951929628,0.6359806696608501,0.7296016390249834,0.7103643021447796
240,0.6172455577531417,0.7351941665590584,0.6729166769901259,0.6819345850588286,0.7413380706924205,0.6995167677655971
241,0.5858804391416411,0.7412762874688918,0.6939496106311767,0.6317382670544298,0.7370577976700462,0.7214961435295045
242,0.5523572917879415,0.7400321411424386,0.6956389090860647,0.6546968357392798,0.7347808428719548,0.710980635105263
243,0.6110883256267314,0.7444081097357746,0.7001401701724758,0.694337542411769,0.7566227877642537,0.7223914039547582
244,0.593375977638632,0.736638513546958,0.6912910641915048,0.6364113094036692,0.7322114196245684,0.7050267942541426
245,0.6091348029910888,0.7477062250333892,0.6921127832507347,0.6400140919666621,0.7461540711669741,0.7229784769444956
246,0.5607370953676586,0.7326013387067122,0.7063018142531383,0.6711449414305575,0.7484678437033445,0.7074783540652521
247,0.574475685930687,0.6934810352486556,0.6412340599155795,0.6046252656156783,0.7038790440415263,0.681218888740395
248,0.5820680924290142,0.722740155756332,0.6748474513534845,0.6466925690255698,0.7132818174569183,0.7042714108003485
249,0.5984438226045364,0.7390022699195389,0.6854908222322604,0.6506846980905712,0.7381432649850972,0.7227995044445673
